"pos_0","pos_1","node","station","inflow_1","inflow_2","inflow_3","inflow_4","inflow_5","inflow_6","inflow_7","inflow_8","inflow_9","inflow_10","inflow_11","inflow_12","inflow_13","inflow_14","inflow_15","inflow_16","inflow_17","inflow_18","inflow_19","inflow_20",
512909,6606277,605,"LD",2059356,0,44307368,-270520,20,0,0,-1264060,0,0,-179130,-4067573,0,-2588059,0,0,0,0,11664613,0,
507917,6620113,606,"SR",-2297179,0,-39483120,451446,0,0,-2657250,524994,153426,0,0,-1167098,0,-185502,0,0,0,8689,-198385,0,
505473,6628805,607,"RLÅ",-9110919,0,0,-419120,0,0,0,0,-1113335,0,144836,1858667,0,-231540,0,0,0,47145,14534531,6218,
499266,6637227,608,"KPG",0,0,33672975,0,-120,-9597656,-2519357,604130,0,0,101176,0,0,14883514,0,0,0,0,0,0,
498981,6658496,609,"GGM",0,0,0,0,0,-2992906,0,5806517,346971,0,33383,0,74086,-20311,0,0,0,0,-27161,0,
496076,6593967,610,"KNP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
492054,6591789,611,"VIK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
481610,6586625,612,"KF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
477345,6584704,613,"GR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
476633,6584895,614,"KT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
474222,6577255,615,"BOF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
411976,6577805,616,"SKOG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
673924,6580788,617,"CST",0,0,37867092,0,-18,0,-340455,-1780200,486224,0,0,0,-41341,2818563,0,4193617,0,-25591,-25433063,0,
672231,6581859,618,"KE",-16341152,0,163953436,409367,0,35530765,0,0,-2207243,-900494,0,3413607,96409,4717783,0,-3859649,0,0,13346439,38705,
674193,6578955,619,"SST",0,0,0,254405,0,0,-417199,-811036,-1200409,20695978,0,-6120975,-270410,-557537,0,0,0,0,-14156042,148655,
672397,6577311,620,"ÅBE",0,0,0,0,-60,0,0,-1258132,747123,37776485,0,0,239047,-945323,0,0,0,0,110893750,107059,
671076,6584623,621,"SO",1395027,0,0,0,0,2321803,-658958,0,0,0,0,-1620755,254,0,0,0,0,-452,749183,1205,
670491,6586185,622,"UDL",3851598,0,0,-48557,-1,-2060160,2544084,1218967,0,-2506126,0,0,5441,-230964,0,2014112,0,0,0,-124,
671567,6574951,623,"ÄS",-25426793,0,-146543374,225518,84,0,-721877,-1656665,-645536,-38734668,-85653,0,0,10875785,0,-3313908,0,-419317,27263326,-167135,
670775,6585341,624,"HGL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
671743,6582437,625,"TM",0,0,0,1950952,0,-5839767,0,-2199649,849922,0,724566,-1134221,-403703,0,0,0,0,0,-55643702,0,
670580,6583400,626,"HUV",18721466,0,0,230694,0,3980938,0,447174,0,0,16479,-681405,37834,0,0,2225804,0,0,0,11702,
668912,6584003,627,"SUB",10332360,0,31538613,-124311,13,0,-27738,1551095,322448,0,20277,0,0,0,0,1563063,0,0,-23524618,0,
672483,6582680,628,"NST",0,0,36645208,0,4,-8586303,0,0,0,0,-514665,0,0,-249714,0,1528816,0,0,0,0,
675956,6583235,629,"VN",0,0,0,0,0,0,0,0,0,0,0,467540,354416,0,0,1050117,0,0,0,0,
672275,6578362,630,"LM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
672021,6577352,631,"NBA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
672044,6576364,632,"ÄSG",-21322448,0,-62178864,0,0,0,-614747,0,0,0,185372,-1510778,-226499,2286163,0,0,0,-23067,-54069054,0,
669888,6570098,633,"HU",-16787201,0,0,266434,63,7918477,0,-1740479,-1919995,0,-495370,0,-30006,-983368,0,0,0,0,-14083889,9837,
668247,6568187,634,"FLB",-15573153,0,20030792,-483647,-78,9337714,0,-2282224,0,0,478412,0,-371827,5387704,0,618843,0,268037,-94948048,35845,
665884,6566571,635,"TUL",-530073,0,0,78063,-20,0,0,0,7026,0,135886,-218623,0,-642904,0,0,0,0,0,-10652,
665389,6566261,636,"UTS",0,0,0,53636,-11,-13388833,0,0,0,0,-111511,0,10818,0,0,0,0,96691,0,-38670,
662096,6565716,637,"TU",0,0,0,21134,19,-12829437,338174,-85861,0,0,80152,0,0,-1488026,0,0,0,0,2798808,-13167,
659554,6565262,638,"SÖDY",-740154,0,0,0,0,0,0,0,0,0,0,-167657,45392,0,0,0,0,43256,0,-4802,
658267,6564870,639,"GAU",-1644389,0,-49291501,0,-42,12160533,1171576,0,0,-7729115,-180572,0,8944,0,0,0,0,0,-3084301,20451,
655058,6564353,640,"DÅN",501367,0,131133402,0,-19,0,0,0,24106,4765553,84219,0,0,-564814,0,0,0,53751,-8096237,-17738,
651885,6563678,641,"ÖTE",0,0,0,0,17,0,452514,-121541,0,0,0,0,104,-938164,0,0,0,0,8956119,-13414,
651279,6562834,642,"SÖD",68332465,0,-2833170,389205,0,0,0,0,45794,-2050631,96619,0,0,-1364212,0,0,0,0,0,4510,
651243,6561248,643,"SÖU",23432714,0,0,283930,-97,-3975108,0,263869,28504,0,-28198,-1323917,0,-4961212,0,0,0,0,0,0,
650758,6558674,644,"BRE",484458,0,0,-1098426,-99,0,-150283,444142,91959,0,5428,0,11185,10281065,0,0,0,-8241,0,0,
647135,6553329,645,"JN",-43429921,0,-115021488,1832497,230,0,-402499,0,1282283,0,-451118,206691,0,-6027911,0,-3255080,0,31341,-26232824,-135438,
650142,6564295,646,"SÖC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
638726,6547837,647,"MÖ",-15027576,0,-56961733,1293160,-123,0,-4752526,2382756,0,0,-64901,3981180,-173522,1717691,0,0,0,0,71878463,20415,
632674,6547755,648,"GN",12980132,0,79121433,431422,250,0,3012629,-723288,1212027,0,174855,0,0,2688526,0,0,0,0,-41144444,0,
627013,6548663,649,"KOE",17949917,0,9413664,-116033,0,-4743058,0,0,1902646,21711033,0,-2458766,-67570,-2620361,0,0,0,9760,14389122,3793,
623541,6549344,650,"B",0,0,0,114946,0,4897237,0,0,671174,-66519160,20139,83869,0,0,0,0,0,0,0,-144469,
614920,6551010,651,"SH",-6837433,0,30222615,0,0,0,-335494,-49945,706550,0,0,-2675576,-203092,0,0,0,0,-74381,-12879885,-23524,
606969,6551327,652,"NSJ",-20175149,0,0,-447136,-123,5064487,-8415841,-1215834,943960,8533246,60373,0,120332,-3981807,0,-2365710,0,-17733,0,24907,
604819,6549930,653,"SP",-35518821,0,69268977,-870678,38,0,0,0,0,20274168,460952,5611838,150226,2036725,0,0,0,-30002,0,0,
598495,6548595,654,"SKV",32061159,0,0,-865096,0,0,0,-2097551,373562,-7885846,14660,0,146448,2621593,0,-1441834,0,17430,0,-27721,
590922,6547472,655,"FLE",-13149994,0,0,-122377,46,0,-1172256,-4057528,0,-24345418,0,0,-96820,0,0,0,0,404194,27322822,18048,
583467,6544328,656,"SDE",-8955068,0,0,0,67,0,-1262888,3072650,-908870,0,-48163,1736720,-160917,0,0,0,0,0,0,12893,
577157,6542175,657,"SPN",0,0,44546949,-432474,0,0,0,-2738612,-766194,0,0,0,79870,1258517,0,0,0,0,-11857106,0,
561163,6541610,658,"BT",0,0,0,47548,0,-10712102,-243921,0,663310,0,0,0,0,0,0,0,0,0,0,19921,
550295,6545070,659,"VR",-2610899,0,0,370446,21,0,38601966,756879,270870,0,59174,0,21199,-562206,0,-2651908,0,-275169,0,127059,
541469,6545852,660,"HGÖ",0,0,244816690,-2384401,0,0,391555,-658042,-410637,61723511,-8392,-14687115,0,-702476,0,-423212,0,16366,72122688,0,
530716,6547490,661,"KM",-4478793,0,-17405437,0,10,20538543,0,0,251032,-48085207,547749,39143838,38054,0,0,0,0,-26087,-25041433,108243,
519501,6547214,662,"PÅ",0,0,0,296636,120,0,0,0,-966576,82343669,1189995,-14253452,-264257,-549374,0,0,0,-177759,0,0,
503403,6546585,663,"HRBG",0,0,540421946,0,0,0,0,-53446094,0,-26882646,322244,0,1461606,15496449,0,0,0,-935996,154195889,-469012,
651385,6561240,664,"SÖÖ",50229177,0,0,0,0,0,0,-7860714,-725586,0,-607367,0,-438876,-2284582,0,0,0,0,16485869,0,
667224,6566413,665,"BJN",0,0,0,-1453663,36,-19638704,12292609,2154740,1803962,9385697,-973818,0,0,-1689185,0,-5090371,0,19280,0,155952,
657981,6560482,666,"MSJ",0,0,111136994,0,0,34468236,2698899,4252496,-1449212,-7476806,0,-846944,-175026,0,0,12588891,0,83447,53315250,31737,
506379,6547530,667,"HPBG",-224326387,0,0,2925460,0,27377140,-65079385,7793936,12073693,0,-1136985,28669311,481513,10286295,0,0,0,-1038812,-147859860,0,
501091,6545639,668,"TÄL",41466949,0,0,0,-223,-33002798,19508533,10226303,3926575,0,182639,-9815968,345973,-4540007,0,22538826,0,0,59203262,0,
505104,6542280,669,"SKMS",7917119,0,-47068365,34654,0,-2317651,0,0,-399943,0,-154836,0,110195,-2767256,0,0,0,0,42665878,58947,
498929,6545133,670,"ÖJ",31794637,0,0,2723414,-174,-39626542,8559310,6866656,0,-29552109,-466530,0,128893,-2634922,0,0,0,189837,0,31517,
569475,6540292,671,"K",130234448,0,-337347959,497675,-95,0,0,3919411,0,-146291187,-998396,-9885327,-619542,-2348025,0,-5090796,0,0,0,221681,
645499,6545700,672,"HLÖ",0,0,27812597,-30189,0,0,0,491154,2193406,0,-14180,-329800,0,0,0,0,0,0,-4641329,6619,
643765,6536707,673,"VHD",410057,0,0,0,0,-394788,0,465377,-102644,0,0,0,20999,0,0,-126732,0,0,4262648,4640,
634168,6528482,674,"LRE",5463248,0,24220889,0,-14,-8499357,1418937,-365641,0,0,0,0,46801,0,0,815582,0,0,-4664535,0,
629016,6525340,675,"TBA",4324038,0,0,-178094,0,0,-9099,0,0,1630477,-24241,0,944,0,0,-121708,0,0,-1266204,15709,
621192,6517697,676,"SSA",5463345,0,-18189099,-21076,0,-9629084,-73865,890716,-188361,1050789,-40872,0,0,284660,0,0,0,0,699992,489,
615535,6514673,677,"NK",0,0,0,0,0,0,0,0,-146332,0,0,0,-3231,0,0,1570944,0,0,-3336746,-91502,
606991,6513804,678,"EBG",7804062,0,0,0,-12,0,0,-881487,0,-577555,-15959,340670,0,0,0,0,0,18755,2968947,0,
599815,6512758,679,"JÅR",-2575571,0,0,0,0,24630206,0,0,-182493,-14163867,0,-339677,593,6242180,0,0,0,0,0,0,
591344,6510404,680,"ÅBA",-2567506,0,10140144,0,0,0,-15786,-902714,275257,25789438,-52144,0,0,-6265622,0,0,0,0,0,0,
579014,6504633,681,"KON",0,0,0,3744,0,-27569581,-78643,0,-383031,0,-45678,0,1120,0,0,0,0,19637,10891513,0,
573283,6503617,682,"GTÅ",-1863388,0,-7442078,148307,1,0,-575426,0,58695,0,0,0,-842,-17358,0,0,0,0,-41194440,79010,
569013,6530217,683,"STÖ",35352453,0,0,126281,0,0,-282743,-379860,0,-7063431,0,0,721662,0,0,0,0,-38222,-8745567,0,
566886,6516570,684,"SMT",0,0,149023831,-256499,-36,0,-1020319,-1095923,827208,0,-48659,0,0,0,0,-3888234,0,-9240,0,-42235,
648345,6638550,685,"U",23998353,0,0,0,0,0,-548313,199602,0,-11987596,42591,-1094917,0,-568434,0,-1161635,0,0,-10187259,32689,
646262,6639501,686,"UNA",-6456590,0,0,-169121,-18,-5767548,0,204763,0,0,37911,0,0,-405149,0,163923,0,0,0,0,
658020,6620679,687,"MYN",-34300413,0,0,48525,4,0,988622,0,46080,0,19317,-138969,-702,-23163,0,0,0,0,701159,1508,
656714,6624124,688,"KN",-15786046,0,-1292241,2832574,0,0,-346103,0,462531,-556322,21120,0,-216711,214295,0,1804620,0,17753,0,546,
654689,6629785,689,"EBY",23151644,0,0,0,-9,13080463,4955146,-4438060,173573,-416993,8440,9507892,0,-124177,0,0,0,14123,1928583,-1218,
651496,6635465,690,"SÄY",35742049,0,0,0,0,-11296901,0,664414,0,0,0,268211,0,-133726,0,0,0,22132,0,-177,
636027,6638465,691,"BNA",4796837,0,-24319815,105141,5,3474661,0,254064,0,0,31259,-550938,0,0,0,-696625,0,0,0,0,
623296,6640658,692,"JLA",8087547,0,21535676,-350503,29,-1194333,-129420,0,0,0,0,-649737,0,-456748,0,0,0,0,0,10682,
609611,6645563,693,"MÅ",-3810028,0,-17153321,0,1,6607370,0,0,1127135,-477681,31399,0,0,-256775,0,0,0,44630,2099066,9847,
603542,6646227,694,"HY",0,0,0,0,3,0,366494,0,24485,0,0,-398454,0,0,0,0,0,-25162,0,0,
597456,6645753,695,"IST",0,0,9362924,-117482,0,-1333405,0,-295109,-140858,0,39935,111139,0,1773672,0,-452431,0,65545,10254011,0,
589691,6644223,696,"SL",-65453363,0,0,0,0,0,0,0,403396,0,0,0,0,-5083647,0,-30979844,0,0,-751863,43788,
668181,6589289,697,"HEL",0,0,0,0,5,0,0,0,20049,0,29142,324530,0,0,0,-1437323,0,-126,-398230,1180,
667775,6590278,698,"KMY",5643472,0,11092852,0,0,-2028748,-185789,-2008881,32767,0,25992,-333743,-40390,-216937,0,2376920,0,0,2691230,0,
667293,6591402,699,"SOL",0,0,0,0,-6,0,688067,-1342350,179927,0,25903,0,562,-36120,0,446626,0,-20113,-5740450,-4629,
666342,6593076,700,"HGV",-5175346,0,6900021,105421,-2,0,0,-13370,42795,210825,0,0,939,-2044692,0,0,0,-5590,234530,726,
665733,6594848,701,"NVK",0,0,0,31615,7,1124273,-14761,-434715,42239,0,-30009,144941,0,2622185,0,-2307472,0,0,0,317,
665141,6596623,702,"R",1734450,0,0,-408944,0,1158451,24983,0,27247,0,0,257149,0,0,0,0,0,0,0,6177,
664013,6601588,703,"UPV",-2993927,0,0,0,4,850714,-492047,1571163,157081,0,20184,141160,8540,248131,0,-586772,0,0,-250578,0,
663677,6604933,704,"SKBY",0,0,0,-4741,5,0,-400035,0,152887,-1592665,-32481,273886,0,-229195,0,0,0,-87,330419,1310,
663500,6607000,705,"UBA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
662607,6608649,706,"RS",-2079764,0,0,110091,0,-1531009,-240973,0,42615,1967618,-31661,245301,48329,-7394,0,0,0,0,0,451,
661774,6611469,707,"BRA",-26277790,0,0,-123932,0,-15306549,5819746,-2055,-89181,90502,22915,344672,0,-137008,0,800720,0,13378,630357,1114,
661368,6613430,708,"MR",25347004,0,12285912,0,-10,1571766,115618,7101384,914302,0,13820,-625454,0,0,0,-261383,0,20166,1506903,-38,
647517,6640719,709,"LTN",27426089,0,0,-429561,14,-3595004,0,0,-148036,-579449,0,-6090279,1850,-253785,0,-4390898,0,8383,510752,-72043,
648462,6644534,710,"SAM",-36823278,0,-87530605,0,0,-13120878,5766,-795084,0,0,20488,867790,226433,-2098020,0,29191,0,0,0,0,
651119,6649635,711,"SRV",0,0,0,0,0,14269476,-29770,4868153,113104,-341003,14794,-4373043,-73769,5871,0,0,0,-64221,0,0,
652177,6657351,712,"VHA",0,0,-58655579,-497237,0,0,-261138,5532682,175902,0,10171,0,0,-372596,0,-7645247,0,0,-5425275,-62622,
651939,6659735,713,"SAS",0,0,0,-556619,-9,-8684712,-8056961,0,0,128074,26154,228657,-48280,-387606,0,0,0,5536,0,91820,
652263,6663405,714,"SYT",-3224418,0,-28187976,0,0,0,644351,643731,0,1498689,17420,62662,362370,0,0,0,0,0,-4767169,0,
652287,6669539,715,"JLO",23436748,0,-41047422,-353105,-4,-8379648,0,0,-109364,0,9168,0,0,0,0,0,0,6360,0,0,
649721,6680018,716,"ÖH",2541752,0,7906024,0,-1,-12125441,0,-1197093,254781,-128469,-42697,2409267,0,670984,0,-632929,0,0,60246768,202,
645729,6683169,717,"TBO",9575157,0,0,0,0,106878217,7775281,0,-759164,1170259,0,0,-53872,-697395,0,2975031,0,5440,0,221,
642368,6688505,718,"SÄP",0,0,0,0,0,0,-9307079,-3036273,283804,0,-41236,-12618063,-193840,234061,0,10856122,0,0,794217,-55158,
638685,6692565,719,"TIP",0,0,112832200,0,0,-9264399,-261285,0,0,-133835,0,0,7456,0,0,2086875,0,0,763132,-1260,
632235,6698868,720,"OS",0,0,0,0,0,2054603,0,0,0,0,18023,5248275,-297961,0,0,0,0,0,1109535,0,
632060,6704013,721,"MEH",0,0,0,0,86,0,0,0,-78606,0,0,0,-196478,295981,0,-3516557,0,13273,-32501006,1091,
633057,6707327,722,"MRM",-21043868,0,59417662,-3881,0,-11353201,0,-12657,3161128,12981913,9085,0,-191264,55481,0,0,0,14443,-8912801,2751,
633551,6708617,723,"MAA",0,0,0,-100257,-2,-4323350,-2799124,0,144141,20664157,15158,2177238,647602,-2289397,0,173612,0,0,0,543,
633134,6715739,724,"ÄKB",0,0,0,-221818,-154,10240941,0,-3265207,-758331,0,29232,0,889142,0,0,-1380389,0,0,259622,0,
631641,6723163,725,"SUR",-16159655,0,-146276259,0,-12,2266803,0,0,-390639,257792,0,0,-446574,-7650,0,0,0,6219,-19769745,0,
631543,6723639,726,"TKT",0,0,71068016,0,30,-14333249,0,0,-566954,0,10967,-2706877,-238260,24525,0,-1796773,0,170550,518229,1398,
631316,6724768,727,"SURN",31350514,0,0,-595271,0,0,-3925901,-21936,0,-31365,1117,0,29879,0,0,-7472905,0,0,0,624,
627783,6726169,728,"FVKS",0,0,0,0,0,-19342324,-5158062,0,-427797,-19421393,12654,0,-1909083,-40454082,0,-833255,0,5666,-9670638,1041,
627363,6726219,729,"FVK",-40860082,0,142816421,0,0,-36090423,-265406,-6571530,0,-32489,25002,0,0,-6340,0,0,0,3779,25891659,0,
622562,6725979,730,"BOM",0,0,0,-29507,57,37906671,0,-2341,0,148463,-51445,335829,0,19701320,0,0,0,0,0,0,
658151,6676593,731,"DMA",-94420335,0,0,0,0,0,23514997,0,-770015,0,-1266478,0,0,0,0,0,0,0,0,0,
676617,6675264,732,"GMO",94420335,0,0,0,0,-17917711,-20992338,0,1279872,0,1266478,0,0,0,0,-16898868,0,-655532,0,0,
692654,6675321,733,"HRM",0,0,0,0,0,-12597096,3317368,0,-826956,0,0,0,0,0,0,29062463,0,655532,0,0,
700193,6662511,734,"HAK",0,0,24079269,0,0,0,5590064,0,0,0,0,3375669,-368251,0,0,0,0,0,0,0,
664059,6611304,735,"BVR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
664813,6614137,736,"ARNE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
664738,6615419,737,"ARNS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
665004,6615971,738,"ARNC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
664791,6616078,739,"ARNN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
582684,6650880,740,"BDO",-2883579,0,-102462663,-293932,11,8465237,-1131553,0,134552,75971,78903,801297,0,0,0,0,0,0,45315436,15873,
575366,6659821,741,"RY",8771436,0,0,692873,23,-31625042,708547,0,-917046,0,0,0,3730,0,0,0,0,0,-26625342,0,
591990,6631411,742,"RT",-19819133,0,0,0,-208,0,6150754,0,2783335,-9916450,0,0,-640005,-6653713,0,0,0,481420,0,40302,
648991,6600050,743,"BRO",17163654,0,37951935,0,-30,0,0,0,281684,-1549086,300775,-7531118,0,0,0,-21056,0,0,0,-13726,
645591,6602293,744,"TOT",-44981050,0,0,0,16,0,0,-393581,-112565,-4247195,278268,4587347,0,-4118930,0,0,0,0,0,15618,
643031,6606187,745,"BÅL",0,0,0,0,0,-7300811,38288,0,0,0,-34631,0,247575,0,0,0,0,0,41601198,-76301,
633723,6610818,746,"EKO",8283602,0,75687757,0,0,0,44361,4550213,-211590,0,172633,27315,0,11788446,0,0,0,0,-29506262,0,
625984,6612210,747,"GIB",0,0,0,0,0,0,0,0,-115412,0,126430,1383512,0,0,0,-484847,0,1350,3320670,0,
617735,6613682,748,"EP",0,0,4145741,0,11,0,-31520,-2622776,0,-3679337,-433933,2302392,15411,0,0,0,0,2817,10493340,0,
608637,6614522,749,"LUB",0,0,0,-687272,-10,0,0,2108031,162381,0,0,0,11781,0,0,0,0,0,21943894,12841,
596928,6615899,750,"TTU",0,0,101187394,1412406,1,0,0,0,0,0,16853,-14193,0,0,0,0,0,0,9400228,0,
666612,6585006,751,"DUO",-19059616,0,-90251887,307409,22,0,0,0,0,1864010,0,-1746410,0,0,0,262792,0,0,0,5991,
664563,6586405,752,"SPÅ",0,0,5638651,289559,0,0,0,2358434,-171114,0,20071,0,0,-303317,0,-1723949,0,1058,-1465656,0,
662769,6588561,753,"BKB",0,0,0,0,16,0,-20840,-1311741,331395,0,0,0,0,0,0,0,0,0,15860838,21098,
660733,6590667,754,"JKB",-2990187,0,42972377,-672501,0,0,0,-1017185,-75800,-3533353,0,0,108248,0,0,-2697055,0,0,10648652,0,
659134,6593781,755,"KHÄ",17462933,0,-87495342,0,0,3319873,0,0,-1359781,-1782900,23358,2310921,0,472253,0,151268,0,0,0,-31578,
655929,6596521,756,"KÄN",0,0,0,676298,0,0,0,-1557095,876059,0,0,0,-89180,0,0,1613708,0,0,0,6513,
585559,6582152,757,"ET",-35285942,0,0,446136,-61,-9319618,-5336156,0,-175363,33007507,80217,0,0,-804350,0,7582745,0,155830,-22514630,83066,
580301,6585752,758,"FOK",181815391,0,0,49997,18,-3715909,0,12420240,0,0,290683,-8946209,-272923,-4830,0,-468473,0,102046,-3675758,-34077,
576073,6588438,759,"RKE",7892052,0,0,-55108,93,-1071706,-21476988,229363,53661,0,995469,2772865,-381718,-293307,0,0,0,0,-728132,-806,
643349,6561610,760,"ALÄ",-97013245,0,0,892,0,0,-306661,0,-39467,0,360798,0,0,0,0,0,0,0,0,-1477,
638984,6562488,761,"NKV",0,0,0,131135,-1,0,0,0,0,690328,281815,0,-53146,0,0,0,0,0,-8430908,516,
633358,6565713,762,"RYB",24702266,0,132635108,-247714,25,0,0,158087,-545580,11759845,392,0,189355,0,0,-3206685,0,0,0,0,
623710,6569630,763,"LG",-2223811,0,0,346560,0,-493169,3624176,1791893,-491401,0,-205889,58898,3489,0,0,0,0,0,0,-78401,
619747,6574277,764,"GRU",13022950,0,0,124232,48,0,0,0,-1018490,0,83732,0,110,0,0,-3929890,0,0,0,0,
616785,6580147,765,"MBY",-6767530,0,62622630,-916854,-72,-193234,-2173320,0,710802,0,47857,-128797,7601,1036975,0,107673,0,0,-15114540,0,
615260,6583042,766,"SGS",0,0,0,-460621,-1,0,0,0,0,-20186086,0,0,-135316,0,0,0,0,52169,14483846,0,
608767,6581376,767,"HÄD",0,0,-78789913,70694,32,0,-1144195,-4841574,949090,0,0,833141,120,0,0,0,0,0,16005296,0,
601963,6579665,768,"BVA",8337355,0,0,552101,0,0,0,3061454,377521,0,28377,-265830,8661,0,0,0,0,15415,0,76976,
594508,6578785,769,"KJU",-33974635,0,-119446911,0,-31,0,0,0,0,0,4335,-509545,0,-1036975,0,0,0,-171501,-6943694,0,
582054,6586100,770,"SNL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
582093,6586133,771,"VME",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
582803,6588118,772,"NBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
619480,6570019,773,"ÅKS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
596811,6616343,774,"GTTU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
677618,6557882,775,"VHE",0,0,0,0,0,0,0,3710388,0,0,259014,0,0,0,0,0,0,0,0,0,
678848,6560092,776,"JBO",0,0,-104496930,0,0,0,0,-3710388,0,2757601,-320706,-560103,-149135,0,0,-420477,0,0,3830108,0,
679149,6562777,777,"HND",-15021931,0,0,0,-26,0,0,0,-55108,-21621601,-159958,0,-112021,-699974,0,-507179,0,0,1679066,28769,
679983,6568735,778,"SKG",19370150,0,0,0,-31,0,0,0,-97068,0,190224,0,184484,0,0,0,0,0,0,0,
678632,6569613,779,"TÅD",3005171,0,0,0,49,0,0,518142,-96176,0,-176913,0,98204,-5703769,0,0,0,45270,8047896,-15499,
677073,6570533,780,"FAS",22248860,0,0,0,-53,0,0,0,0,0,-64412,5536573,104417,0,0,0,0,0,0,1633,
673424,6572669,781,"HÖN",2830043,0,0,0,52,0,0,0,0,21662097,170352,-5838338,0,0,0,0,0,0,0,103511,
669935,6532699,782,"NYH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
666805,6541950,783,"ÖSO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
667991,6547018,784,"SSÄ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
670634,6551515,785,"HFA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
674467,6555486,786,"TS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
562586,6588208,787,"KÖR",0,0,0,7616,428,13003721,0,0,0,43158879,0,2829759,133601,0,0,0,0,-894,0,-19284,
621785,6505271,788,"OXD",0,0,0,-1132633,-23,-28005377,0,0,0,0,323255,4097677,289556,8267167,0,0,0,0,0,-30843,
615777,6513679,789,"NKS",0,0,-371886133,1132633,0,17615629,0,0,1635987,0,147685,2319424,0,0,0,0,0,0,0,0,
598299,6525983,790,"VRE",0,0,51741184,0,-90,0,0,0,-3204493,-17512703,240987,0,0,0,0,5829131,0,0,0,-14233,
589965,6542478,791,"SII",0,0,61355165,0,-137,0,0,0,0,15709566,51521,0,89548,0,0,0,0,0,0,0,
574227,6591798,792,"KSU",-20787023,0,16858517,0,3,0,-3180983,-11360859,33703,-3668646,-81539,4325590,247,-135420,0,0,0,-27917,0,-17225,
571767,6596523,793,"SSH",-78753420,0,48458129,-129149,0,0,34815185,306327,0,-2073196,27308,5697296,-2919,0,0,0,0,-33352,0,-6791,
591460,6547998,794,"FSÖ",-1845150,0,0,-43019,0,0,2330764,-335124,97880,0,43006,377711,-244908,7584878,0,1559566,0,-32100,-11551408,12946,
589338,6552325,795,"MLÖ",-3064834,0,76007872,0,0,6061098,1230712,-14286,-20599,0,-84670,0,0,-460185,0,-536093,0,-5031,-42533365,-109051,
585915,6559058,796,"HNÄ",0,0,0,0,-68,-29839504,-268499,0,111702,0,-1235440,-297012,-205673,0,0,0,0,9787,0,39482,
583297,6569101,797,"BGV",-4742067,0,0,0,0,0,0,231832,0,0,-77678,0,0,-465106,0,10488587,0,23150,0,48712,
583078,6573835,798,"HÅL",7707957,0,-53538512,0,-221,0,0,0,-2435838,1772945,397742,0,-11993,-1706650,0,0,0,0,0,0,
583829,6577931,799,"SKRP",0,0,-12618473,-41901,-81,8668653,0,-133824,263169,0,257920,778269,0,-15112642,0,0,0,1705,977924,-4334,
536474,6475311,800,"LP",0,0,0,0,-27,-24406734,0,0,0,-24068376,103744,4563161,0,2081022,0,7851105,0,135393,-24360148,15409,
568681,6495702,801,"NR",0,0,406956876,-2385135,-381,39200636,-441811,954375,956674,-24050661,1629125,0,50459,-8006145,0,6877826,0,0,88759938,117145,
569414,6501564,802,"ÅBYG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
